date,fund,company,ticker,cusip,shares,market value($),weight(%)
3/3/2021,ARKF,SQUARE INC - A,SQ,852234103,1890901.0,442849014.2,10.03
3/3/2021,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,939006.0,239502870.36,5.43
3/3/2021,ARKF,ZILLOW GROUP INC - C,Z,98954M200,1345430.0,200684338.8,4.55
3/3/2021,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,1324521.0,188095227.21,4.26
3/3/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1906649.0,172237137.42,3.9
3/3/2021,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,1487039.0,166013033.96,3.76
3/3/2021,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,2140387.0,159223388.93,3.61
3/3/2021,ARKF,SEA LTD-ADR,SE,81141R100,629838.0,158265692.64,3.59
3/3/2021,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,124476.0,151898062.8,3.44
3/3/2021,ARKF,ADYEN NV,ADYEN,BZ1HM42,58749.0,135967134.93,3.08
3/3/2021,ARKF,YEAHKA LTD,9923,BL58D39,11745200.0,134233020.27,3.04
3/3/2021,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,4399981.0,126939451.85,2.88
3/3/2021,ARKF,MERCADOLIBRE INC,MELI,58733R102,80028.0,122282784.0,2.77
3/3/2021,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,504858.0,119282799.66,2.7
3/3/2021,ARKF,FACEBOOK INC-CLASS A,FB,30303M102,464228.0,118568473.48,2.69
3/3/2021,ARKF,SNAP INC - A,SNAP,83304A106,1913331.0,114838126.62,2.6
3/3/2021,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,15706045.0,112175188.45,2.54
3/3/2021,ARKF,MEITUAN-CLASS B,3690,BGJW376,2329782.0,111912434.1,2.54
3/3/2021,ARKF,TWILIO INC - A,TWLO,90138F102,299535.0,109186498.2,2.47
3/3/2021,ARKF,DOCUSIGN INC,DOCU,256163106,405801.0,89130131.64,2.02
3/3/2021,ARKF,Z HOLDINGS CORP,4689,6084848,14623230.0,86379238.49,1.96
3/3/2021,ARKF,APPLE INC,AAPL,037833100,684576.0,83559346.56,1.89
3/3/2021,ARKF,WORKDAY INC-CLASS A,WDAY,98138H101,331622.0,78494927.4,1.78
3/3/2021,ARKF,INTUIT INC,INTU,461202103,202614.0,78758087.94,1.78
3/3/2021,ARKF,AMAZON.COM INC,AMZN,023135106,24980.0,75064900.0,1.7
3/3/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,87238U203,1364736.0,71102745.6,1.61
3/3/2021,ARKF,JD.COM INC-ADR,JD,47215P106,683161.0,63957532.82,1.45
3/3/2021,ARKF,TELADOC HEALTH INC,TDOC,87918A105,287233.0,58362873.27,1.32
3/3/2021,ARKF,DISCOVERY LTD,DSY,6177878,5555258.0,54353682.95,1.23
3/3/2021,ARKF,KE HOLDINGS INC,BEKE,482497104,860445.0,51575073.3,1.17
3/3/2021,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,400845.0,49259842.05,1.12
3/3/2021,ARKF,SCHWAB (CHARLES) CORP,SCHW,808513105,722237.0,46916515.52,1.06
3/3/2021,ARKF,HDFC BANK LTD-ADR,HDB,40415F101,554461.0,45748577.11,1.04
3/3/2021,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,40171V100,414826.0,45489819.16,1.03
3/3/2021,ARKF,BASE INC,4477,BKRQ8Q2,463000.0,44925823.79,1.02
3/3/2021,ARKF,PING AN HEALTHCARE AND TECHN,1833,BDRYVB3,3058900.0,44009828.86,1.0
3/3/2021,ARKF,LENDINGTREE INC,TREE UW,52603B107,167047.0,42333050.74,0.96
3/3/2021,ARKF,PINDUODUO INC-ADR,PDD,722304102,248445.0,41925093.75,0.95
3/3/2021,ARKF,NVIDIA CORP,NVDA,67066G104,80300.0,41128857.0,0.93
3/3/2021,ARKF,DRAFTKINGS INC - CL A,DKNG,26142R104,550061.0,36166510.75,0.82
3/3/2021,ARKF,BILL.COM HOLDINGS INC,BILL,090043100,141491.0,22139096.77,0.5
3/3/2021,ARKF,LENDINGCLUB CORP,LC,52603A208,1821145.0,21216339.25,0.48
3/3/2021,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,BGHVW01,264839.0,17915641.01,0.41
3/3/2021,ARKF,MARKETAXESS HOLDINGS INC,MKTX,57060D108,33645.0,17137080.75,0.39
3/3/2021,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,BMXZ8G7,94211.0,6519401.2,0.15
3/3/2021,ARKF,SPLUNK INC,SPLK,848637104,23865.0,3417229.35,0.08
3/3/2021,ARKF,VERISK ANALYTICS INC,VRSK,92345Y106,18663.0,3075849.03,0.07
3/3/2021,ARKG,TELADOC HEALTH INC,TDOC,87918A105,3683249.0,748399364.31,7.4
3/3/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,1088854.0,486423747.42,4.81
3/3/2021,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,3831185.0,484913085.45,4.8
3/3/2021,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,15516584.0,480471023.56,4.75
3/3/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,3291292.0,427867960.0,4.23
3/3/2021,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,4735980.0,414682408.8,4.1
3/3/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,1969388.0,410499234.72,4.06
3/3/2021,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,771195104,9844818.0,397238406.3,3.93
3/3/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,20336779.0,360164356.09,3.56
3/3/2021,ARKG,FATE THERAPEUTICS INC,FATE,31189P102,3927841.0,347574650.09,3.44
3/3/2021,ARKG,CAREDX INC,CDNA,14167L103,4642097.0,338548134.21,3.35
3/3/2021,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,7966705.0,272381643.95,2.69
3/3/2021,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2119135.0,252346595.8,2.5
3/3/2021,ARKG,INCYTE CORP,INCY,45337C102,3110549.0,236463934.98,2.34
3/3/2021,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,872788.0,229848719.8,2.27
3/3/2021,ARKG,INVITAE CORP,NVTA,46185L103,5676684.0,221617743.36,2.19
3/3/2021,ARKG,ACCOLADE INC,ACCD,00437E102,4812268.0,212750368.28,2.1
3/3/2021,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,3916180.0,206852627.6,2.05
3/3/2021,ARKG,CASTLE BIOSCIENCES INC,CSTL,14843C105,2703121.0,200679703.04,1.99
3/3/2021,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,1107686.0,191862292.06,1.9
3/3/2021,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,3614530.0,182859072.7,1.81
3/3/2021,ARKG,PURE STORAGE INC - CLASS A,PSTG,74624M102,8000394.0,175128624.66,1.73
3/3/2021,ARKG,PERSONALIS INC,PSNL,71535D106,6190567.0,173150158.99,1.71
3/3/2021,ARKG,BERKELEY LIGHTS INC,BLI,084310101,2886102.0,169645075.56,1.68
3/3/2021,ARKG,SCHRODINGER INC,SDGR,80810D103,1689107.0,167458067.98,1.66
3/3/2021,ARKG,SAREPTA THERAPEUTICS INC,SRPT,803607100,1923993.0,167599030.23,1.66
3/3/2021,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,1864326.0,156155945.76,1.54
3/3/2021,ARKG,BRISTOL-MYERS SQUIBB CO,BMY,110122108,2324435.0,141209426.25,1.4
3/3/2021,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,2651976.0,133023116.16,1.32
3/3/2021,ARKG,CODEXIS INC,CDXS,192005106,5841843.0,121860844.98,1.21
3/3/2021,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2001261.0,115492772.31,1.14
3/3/2021,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,883556102,249486.0,112508206.56,1.11
3/3/2021,ARKG,CELLECTIS - ADR,CLLS,15117K103,5544306.0,111662322.84,1.1
3/3/2021,ARKG,GUARDANT HEALTH INC,GH,40131M109,731870.0,105169719.0,1.04
3/3/2021,ARKG,PHREESIA INC,PHR,71944F106,1782041.0,105122598.59,1.04
3/3/2021,ARKG,VERACYTE INC,VCYT,92337F107,1873015.0,103727570.7,1.03
3/3/2021,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1380344.0,95078094.72,0.94
3/3/2021,ARKG,ALPHABET INC-CL A,GOOGL,02079K305,42272.0,85026323.52,0.84
3/3/2021,ARKG,EDITAS MEDICINE INC,EDIT,28106W103,1664352.0,71783501.76,0.71
3/3/2021,ARKG,CM LIFE SCIENCES INC-CLASS A,CMLF,18978W109,3633224.0,66088344.56,0.65
3/3/2021,ARKG,ABBVIE INC,ABBV,00287Y109,575834.0,61447246.14,0.61
3/3/2021,ARKG,SERES THERAPEUTICS INC,MCRB,81750R102,3263311.0,57630072.26,0.57
3/3/2021,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,3244235.0,54405820.95,0.54
3/3/2021,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,03842K200,7916828.0,51538550.28,0.51
3/3/2021,ARKG,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,1626342.0,50530445.94,0.5
3/3/2021,ARKG,CERUS CORP,CERS,157085101,7489632.0,47034888.96,0.47
3/3/2021,ARKG,COMPUGEN LTD,CGEN,M25722105,5254875.0,46820936.25,0.46
3/3/2021,ARKG,908 DEVICES INC,MASS,65443P102,897888.0,45073977.6,0.45
3/3/2021,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,1297787.0,40880290.5,0.4
3/3/2021,ARKG,SURFACE ONCOLOGY INC,SURF,86877M209,4024306.0,34085871.82,0.34
3/3/2021,ARKG,1LIFE HEALTHCARE INC,ONEM,68269G107,690831.0,30852512.46,0.31
3/3/2021,ARKG,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,2901828.0,24143208.96,0.24
3/3/2021,ARKG,EVOGENE LTD,EVGN,M4119S104,4209657.0,22184892.39,0.22
3/3/2021,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,72940R300,3500893.0,19534982.94,0.19
